0 202 10 1
1 202 10 2
2 202 12 1
3 202 13 2
4 202 13 4
5 202 14 1
6 202 14 3
7 202 15 1
8 202 15 3
9 202 16 1
10 202 16 2
11 228 9 1
12 228 9 2
13 228 10 1
14 228 10 2
15 228 11 1
16 228 11 2
17 228 12 1
18 228 12 2
19 228 13 2
20 228 13 3
21 228 13 4
22 228 14 1
23 228 14 2
24 228 14 3
25 228 14 4
26 228 15 1
27 228 15 2
28 228 15 3
29 228 15 4
30 228 16 1
31 228 16 2
32 228 16 4
33 245 1 1
34 245 1 2
35 245 1 3
36 245 1 4
37 245 2 1
38 245 2 2
39 245 2 3
40 245 2 4
41 245 3 1
42 245 3 2
43 245 3 3
44 245 3 4
45 245 4 1
46 245 4 2
47 245 4 3
48 245 4 4
49 245 5 1
50 245 5 2
51 245 5 3
52 245 5 4
53 245 6 1
54 245 6 2
55 245 6 3
56 245 6 4
57 245 7 1
58 245 7 2
59 245 7 3
60 245 7 4
61 245 8 1
62 245 8 2
63 245 8 3
64 245 8 4
65 245 9 1
66 245 9 2
67 245 9 3
68 245 9 4
69 245 10 1
70 245 10 2
71 245 10 3
72 245 10 4
73 245 11 1
74 245 11 2
75 245 11 3
76 245 11 4
77 245 12 1
78 245 12 2
79 245 12 3
80 245 12 4
81 245 13 1
82 245 13 2
83 245 13 3
84 245 13 4
85 245 14 1
86 245 14 2
87 245 14 3
88 245 14 4
89 245 15 1
90 245 15 2
91 245 15 3
92 245 15 4
93 245 16 1
94 245 16 2
95 245 16 3
96 245 16 4
97 246 1 1
98 246 1 2
99 246 1 3
100 246 1 4
101 246 2 1
102 246 2 2
103 246 2 3
104 246 2 4
105 246 3 1
106 246 3 2
107 246 3 3
108 246 3 4
109 246 4 1
110 246 4 2
111 246 4 3
112 246 4 4
113 246 5 1
114 246 5 2
115 246 5 3
116 246 5 4
117 246 6 1
118 246 6 2
119 246 6 3
120 246 6 4
121 246 7 1
122 246 7 2
123 246 7 3
124 246 7 4
125 246 8 1
126 246 8 2
127 246 8 3
128 246 8 4
129 246 9 1
130 246 9 2
131 246 9 3
132 246 9 4
133 246 10 1
134 246 10 2
135 246 10 3
136 246 10 4
137 246 11 1
138 246 11 2
139 246 11 3
140 246 11 4
141 246 12 1
142 246 12 2
143 246 12 3
144 246 12 4
145 246 13 1
146 246 13 2
147 246 13 3
148 246 13 4
149 246 14 1
150 246 14 2
151 246 14 3
152 246 14 4
153 246 15 1
154 246 15 2
155 246 15 3
156 246 15 4
157 246 16 1
158 246 16 2
159 246 16 3
160 246 16 4
161 247 1 1
162 247 1 2
163 247 1 3
164 247 1 4
165 247 2 1
166 247 2 2
167 247 2 3
168 247 2 4
169 247 3 1
170 247 3 2
171 247 3 3
172 247 3 4
173 247 4 1
174 247 4 2
175 247 4 3
176 247 4 4
177 247 5 1
178 247 5 2
179 247 5 3
180 247 5 4
181 247 6 1
182 247 6 2
183 247 6 3
184 247 6 4
185 247 7 1
186 247 7 2
187 247 7 3
188 247 7 4
189 247 8 1
190 247 8 2
191 247 8 3
192 247 8 4
193 247 9 1
194 247 9 2
195 247 9 3
196 247 9 4
197 247 10 1
198 247 10 2
199 247 10 3
200 247 10 4
201 247 11 1
202 247 11 2
203 247 11 3
204 247 11 4
205 247 12 1
206 247 12 2
207 247 12 3
208 247 12 4
209 247 13 1
210 247 13 2
211 247 13 3
212 247 13 4
213 247 14 1
214 247 14 2
215 247 14 3
216 247 14 4
217 247 15 1
218 247 15 2
219 247 15 3
220 247 15 4
221 247 16 1
222 247 16 2
223 247 16 3
224 247 16 4
225 248 1 1
226 248 1 2
227 248 1 3
228 248 1 4
229 248 2 1
230 248 2 2
231 248 2 3
232 248 2 4
233 248 3 1
234 248 3 2
235 248 3 3
236 248 3 4
237 248 4 1
238 248 4 2
239 248 4 3
240 248 4 4
241 248 5 1
242 248 5 2
243 248 5 3
244 248 5 4
245 248 6 1
246 248 6 2
247 248 6 3
248 248 6 4
249 248 7 1
250 248 7 2
251 248 7 3
252 248 7 4
253 248 8 1
254 248 8 2
255 248 8 3
256 248 8 4
257 248 9 1
258 248 9 2
259 248 9 3
260 248 9 4
261 248 10 1
262 248 10 2
263 248 10 3
264 248 10 4
265 248 11 1
266 248 11 2
267 248 11 3
268 248 11 4
269 248 12 1
270 248 12 2
271 248 12 3
272 248 12 4
273 248 13 1
274 248 13 2
275 248 13 3
276 248 13 4
277 248 14 1
278 248 14 2
279 248 14 3
280 248 14 4
281 248 15 1
282 248 15 2
283 248 15 3
284 248 15 4
285 248 16 1
286 248 16 2
287 248 16 3
288 248 16 4
289 249 1 1
290 249 1 2
291 249 1 3
292 249 1 4
293 249 2 1
294 249 2 2
295 249 2 3
296 249 2 4
297 249 3 1
298 249 3 2
299 249 3 3
300 249 3 4
301 249 4 1
302 249 4 2
303 249 4 3
304 249 4 4
305 249 5 1
306 249 5 2
307 249 5 3
308 249 5 4
309 249 6 1
310 249 6 2
311 249 6 3
312 249 6 4
313 249 7 1
314 249 7 2
315 249 7 3
316 249 7 4
317 249 8 1
318 249 8 2
319 249 8 3
320 249 8 4
321 249 9 1
322 249 9 2
323 249 9 3
324 249 9 4
325 249 10 1
326 249 10 2
327 249 10 3
328 249 10 4
329 249 11 1
330 249 11 2
331 249 11 3
332 249 11 4
333 249 12 1
334 249 12 2
335 249 12 3
336 249 12 4
337 249 13 1
338 249 13 2
339 249 13 3
340 249 13 4
341 249 14 1
342 249 14 2
343 249 14 3
344 249 14 4
345 249 15 1
346 249 15 2
347 249 15 3
348 249 15 4
349 249 16 1
350 249 16 2
351 249 16 3
352 249 16 4
353 250 1 1
354 250 1 2
355 250 1 3
356 250 1 4
357 250 2 1
358 250 2 2
359 250 2 3
360 250 2 4
361 250 3 1
362 250 3 2
363 250 3 3
364 250 3 4
365 250 4 1
366 250 4 2
367 250 4 3
368 250 4 4
369 250 5 1
370 250 5 2
371 250 5 3
372 250 5 4
373 250 6 1
374 250 6 2
375 250 6 3
376 250 6 4
377 250 7 1
378 250 7 2
379 250 7 3
380 250 7 4
381 250 8 1
382 250 8 2
383 250 8 3
384 250 8 4
385 250 9 1
386 250 9 2
387 250 9 3
388 250 9 4
389 250 10 1
390 250 10 2
391 250 10 3
392 250 10 4
393 250 11 1
394 250 11 2
395 250 11 3
396 250 11 4
397 250 12 1
398 250 12 2
399 250 12 3
400 250 12 4
401 250 13 1
402 250 13 2
403 250 13 3
404 250 13 4
405 250 14 1
406 250 14 2
407 250 14 3
408 250 14 4
409 250 15 1
410 250 15 2
411 250 15 3
412 250 15 4
413 250 16 1
414 250 16 2
415 250 16 3
416 250 16 4
417 251 1 1
418 251 1 2
419 251 1 3
420 251 1 4
421 251 2 1
422 251 2 2
423 251 2 3
424 251 2 4
425 251 3 1
426 251 3 2
427 251 3 3
428 251 3 4
429 251 4 1
430 251 4 2
431 251 4 3
432 251 4 4
433 251 5 1
434 251 5 2
435 251 5 3
436 251 5 4
437 251 6 1
438 251 6 2
439 251 6 3
440 251 6 4
441 251 7 1
442 251 7 2
443 251 7 3
444 251 7 4
445 251 8 1
446 251 8 2
447 251 8 3
448 251 8 4
449 251 9 1
450 251 9 2
451 251 9 3
452 251 9 4
453 251 10 1
454 251 10 2
455 251 10 3
456 251 10 4
457 251 11 1
458 251 11 2
459 251 11 3
460 251 11 4
461 251 12 1
462 251 12 2
463 251 12 3
464 251 12 4
465 251 13 1
466 251 13 2
467 251 13 3
468 251 13 4
469 251 14 1
470 251 14 2
471 251 14 3
472 251 14 4
473 251 15 1
474 251 15 2
475 251 15 3
476 251 15 4
477 251 16 1
478 251 16 2
479 251 16 3
480 251 16 4
481 252 1 1
482 252 1 2
483 252 1 3
484 252 1 4
485 252 2 1
486 252 2 2
487 252 2 3
488 252 2 4
489 252 3 1
490 252 3 2
491 252 3 3
492 252 3 4
493 252 4 1
494 252 4 2
495 252 4 3
496 252 4 4
497 252 5 1
498 252 5 2
499 252 5 3
500 252 5 4
501 252 6 1
502 252 6 2
503 252 6 3
504 252 6 4
505 252 7 1
506 252 7 2
507 252 7 3
508 252 7 4
509 252 8 1
510 252 8 2
511 252 8 3
512 252 8 4
513 252 9 1
514 252 9 2
515 252 9 3
516 252 9 4
517 252 10 1
518 252 10 2
519 252 10 3
520 252 10 4
521 252 11 1
522 252 11 2
523 252 11 3
524 252 11 4
525 252 12 1
526 252 12 2
527 252 12 3
528 252 12 4
529 252 13 1
